store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
Jugo Juice,-113.6021118,53.43530655,14580,Chachi's,-113.48313,53.44255,[514 362 394 294 540 307 353 355],1,14580,Ijm5KviHGIOoZR0AFIhiVw,Chachi's,1334 99 Street NW,T6N 0A8,"{""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""False"",""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""None"",""WiFi"":""u'free'"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False""}",4,"Restaurants, Sandwiches"
Memphis Blues Barbeque House,-113.4238052,53.45347214,32177,Hudsons Canada's Pub,-113.62391,53.523422,[  1 407 175 483 386 527 464],3,32177,quFOu811RnZGuoZnf-5U9A,Hudsons Canada's Pub,"West Edmonton Mall, 8882 170 Street",T5J 1W5,"{""RestaurantsPriceRange2"":""2"",""GoodForKids"":""False"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Caters"":""False"",""WiFi"":""u'no'"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForDancing"":""False"",""NoiseLevel"":""u'loud'"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""OutdoorSeating"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""DriveThru"":""False"",""BestNights"":""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""HappyHour"":""True""}",3.5,"Pubs, Burgers, American (New), Nightlife, Sports Bars, Restaurants, Bars, Chicken Wings"
Memphis Blues Barbeque House,-113.4238052,53.45347214,14346,Dairy Queen Grill & Chill,-113.62888,53.502693,[305 325 158],3,14346,TcphB_hGHIRQe4McbbUoPw,Dairy Queen Grill & Chill,"6655-178th Street N.W., Unit 626",T5T 4J5,"{""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""True"",""DriveThru"":""True""}",3,"Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants"
Chicago Deep Dish Pizza,-113.601326,53.54093552,94319,Harvey's,-113.495125,53.468094,[146 137 156 422 218  17   9],1,94319,1zqsGhxOCs4rtGasfBUbuA,Harvey's,10350 34 Avenue NW,T6J 7A2,"{""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""DriveThru"":""True""}",4,"Burgers, Restaurants, Fast Food, American (Traditional)"
Fatburger,-113.6136551,53.55352402,4915,Franco's Pizza & Steak House,-113.38399,53.603077,[146 137 156 422 218  17   9],6,4915,YV-kXCOEnO3H5Lsj0rH2Hg,Franco's Pizza & Steak House,14059 Victoria Trail NW,T5Y 2B6,"{""GoodForKids"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",4.5,"Restaurants, Pizza"
Tim Hortons,-113.4926147,53.59247589,33980,Pizza 73,-113.49633,53.51393,[  1 407 175 483 386 527 464],19,33980,WpwDC1J6z0WsNBZyTH0hhA,Pizza 73,10349 78 Ave NW,T6E 6T3,"{""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""'casual'"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""HasTV"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsGoodForGroups"":""True"",""Caters"":""False"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True""}",3.5,"Pizza, Restaurants"
Fat Franks,-113.4960403,53.51789474,26740,Swiss Chalet Rotisserie & Grill,-113.36971,53.47852,[  1 407 175 483 386 527 464],3,26740,6eiulJk0XMFuAz1dLPu1PQ,Swiss Chalet Rotisserie & Grill,4004 17 St Nw,T6T 0C1,"{""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True""}",2.5,"Canadian (New), American (Traditional), Restaurants, Comfort Food"
Fat Franks,-113.4960403,53.51789474,47550,Kathir Food Experience,-113.58956,53.541245,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],3,47550,SpWw8MCO4fzZ7nBDS5JcHQ,Kathir Food Experience,15525 Stony Plain Road,T5P 3Z3,"{""RestaurantsPriceRange2"":""2"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""True"",""NoiseLevel"":""u'quiet'"",""HasTV"":""True"",""Alcohol"":""u'beer_and_wine'"",""RestaurantsTakeOut"":""True"",""BusinessAcceptsCreditCards"":""True"",""BikeParking"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsAttire"":""u'casual'"",""WiFi"":""u'no'"",""GoodForKids"":""True"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""Caters"":""True""}",4.5,"Ethnic Food, Sri Lankan, Imported Food, Food, Indian, Specialty Food, Restaurants"
Fat Franks,-113.4960403,53.51789474,49971,Panda Hut Express,-113.5662,53.57083,"[468 467 104 128 351 379 536 183 214 460 167 107  50  87 120  33 141  11
 367 349 283 308  28 494   4 375 420 492]",3,49971,W9R4QcvI-PG4qlO17UOqXw,Panda Hut Express,14204 118 Avenue NW,T5L 2M5,"{""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""False"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""NoiseLevel"":""u'quiet'"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""GoodForKids"":""True"",""Caters"":""True"",""BikeParking"":""None"",""RestaurantsTableService"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'""}",3.5,"Restaurants, Chinese"
Coco Deep Fried Chicken,-113.4870758,53.46682739,86527,The Bothy Wine & Whisky Bar,-113.497314,53.49194,[  1 407 175 483 386 527 464],3,86527,s_NIeyF8OZTfLQXWfeqNCg,The Bothy Wine & Whisky Bar,5482 Calgary Trail,T6H 4J8,"{""Alcohol"":""u'full_bar'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""False"",""RestaurantsReservations"":""True"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""False"",""Caters"":""True"",""WiFi"":""u'no'"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'average'"",""HappyHour"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': None, 'video': False, 'karaoke': None}"",""OutdoorSeating"":""True"",""GoodForMeal"":""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': True, u'dessert': None}"",""BestNights"":""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': False, u'sunday': False}""}",4.5,"Whiskey Bars, Beer, Wine & Spirits, Wine Bars, Nightlife, Irish, Restaurants, Scottish, Food, Bars"
Coco Deep Fried Chicken,-113.4870758,53.46682739,46227,Sandwich & Sons,-113.49949,53.542675,[ 51  96 399 113 220  36  77 480  59  37],3,46227,blXOnETsWFQnMQ-vfH4Anw,Sandwich & Sons,10184 104 Street,T5J 1A7,"{""GoodForKids"":""True"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'average'"",""RestaurantsTableService"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""False"",""DogsAllowed"":""False"",""OutdoorSeating"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Caters"":""True"",""RestaurantsPriceRange2"":""2"",""WheelchairAccessible"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True"",""HasTV"":""False""}",3,"Restaurants, Sandwiches"
Coco Deep Fried Chicken,-113.4870758,53.46682739,81713,The Tea Place,-113.57295,53.59806,[305 325 158],3,81713,afkw4ZMsFhMyWpYn5xHCYg,The Tea Place,13671 Street Albert Trail NW,T5L 5E7,"{""BikeParking"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'none'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForKids"":""True"",""HasTV"":""False"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""1"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsReservations"":""False"",""Caters"":""True"",""DogsAllowed"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""ByAppointmentOnly"":""False"",""RestaurantsTableService"":""False""}",4,"Coffee & Tea, Restaurants, Sandwiches, Food"
Freshii,-113.5009842,53.51830292,72038,ABC Country Restaurant,-113.541985,53.602142,[489 418 462 202  30],5,72038,SbAci1Am4rw6VeY4K7ifGg,ABC Country Restaurant,12707 140 Avenue NW,T6V 1G5,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'no'"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""False"",""RestaurantsDelivery"":""False""}",2,"Restaurants, American (New), Canadian (New)"
Freshii,-113.5009842,53.51830292,94341,Mary Brown's Famous Chicken & Taters,-113.51683,53.54684,[514 362 394 294 540 307 353 355],5,94341,OtNrJq0ig_paSukazWRYSg,Mary Brown's Famous Chicken & Taters,11358 104 Avenue NW,T5K 2X4,"{""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTableService"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsAttire"":""'casual'"",""NoiseLevel"":""u'quiet'"",""RestaurantsPriceRange2"":""1"",""DriveThru"":""False"",""HasTV"":""True"",""BikeParking"":""False"",""RestaurantsTakeOut"":""True"",""Caters"":""True""}",4,"Restaurants, Fast Food"
Freshii,-113.5009842,53.51830292,75252,McDonald's,-113.66468,53.494934,[177 297 427],5,75252,mvJazJqQvm7CO7kykpDptg,McDonald's,6215 199th Street,T5T 2P4,"{""RestaurantsReservations"":""False"",""BikeParking"":""True"",""Alcohol"":""'none'"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForKids"":""True"",""RestaurantsAttire"":""'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""WiFi"":""u'free'"",""DriveThru"":""True"",""GoodForMeal"":""None"",""BusinessAcceptsCreditCards"":""True""}",2.5,"Fast Food, Coffee & Tea, Food, Burgers, Restaurants"
Humpty's Family Restaurants,-113.6168976,53.52536392,94180,Filistix,-113.5272,53.52526,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],2,94180,neCEdT3uI1265OBaY6r8Vg,Filistix,"8900 114 Street, University of Alberta",T6G 2J7,"{""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsPriceRange2"":""1"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Alcohol"":""u'none'"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""WheelchairAccessible"":""True"",""RestaurantsTableService"":""False"",""Caters"":""True"",""RestaurantsDelivery"":""True"",""HappyHour"":""False"",""DogsAllowed"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""HasTV"":""False"",""WiFi"":""u'free'""}",4.5,"Filipino, Restaurants"
Humpty's Family Restaurants,-113.6168976,53.52536392,22479,The Canadian Brewhouse,-113.68782,53.52817,[300 118 403],2,22479,0bva3FQFTS22NZ-jrkUzAQ,The Canadian Brewhouse,1320 Webber Greens Dr NW,T5T 0W5,"{""Ambience"":""{'touristy': None, 'hipster': True, 'romantic': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"",""CoatCheck"":""False"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""RestaurantsReservations"":""True"",""HappyHour"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""HasTV"":""True"",""OutdoorSeating"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2""}",2.5,"Burgers, Bars, Restaurants, Food, Nightlife, Sports Bars, Canadian (New)"
The Captain's Boil,-113.5353928,53.5999527,94092,Earls Kitchen + Bar,-113.41534,53.5947,[  1 407 175 483 386 527 464],5,94092,H8NzEpTwTFctXf31M_wp9A,Earls Kitchen + Bar,13330 50th Street,T5A 4Z8,"{""HasTV"":""True"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""u'casual'"",""Caters"":""False"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""Smoking"":""u'no'"",""GoodForDancing"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsTableService"":""True"",""HappyHour"":""True"",""RestaurantsReservations"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""CoatCheck"":""False"",""BusinessAcceptsCreditCards"":""None"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': None}"",""RestaurantsDelivery"":""True"",""GoodForMeal"":""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"",""Music"":""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}""}",3,"American (New), Comfort Food, Cocktail Bars, Canadian (New), Asian Fusion, Bars, Nightlife, Restaurants, Burgers, Sandwiches"
The Captain's Boil,-113.5353928,53.5999527,338,Grandma Pizza,-113.57839,53.494556,[293  82],5,338,aAadqM2ezCEGdSqhx78ZCg,Grandma Pizza,5677 Riverbend Road,T6H 5K4,"{""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True""}",4.5,"Restaurants, Pizza, Chicken Wings, Salad, Food"
The Captain's Boil,-113.5353928,53.5999527,46848,Filistix,-113.49382,53.546124,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",5,46848,F2e_n_3JUPXNq3sHiduRbA,Filistix,,,"{""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'average'"",""Caters"":""False"",""WiFi"":""u'no'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsGoodForGroups"":""False"",""HasTV"":""False"",""Alcohol"":""u'none'""}",4,"Specialty Food, Food, Ethnic Food, Food Stands, Imported Food, Restaurants, Street Vendors"
Tim Hortons,-113.4308395,53.45904541,47160,Panago Pizza,-113.51337,53.545815,[  1 407 175 483 386 527 464],19,47160,gZ37igy0K1NICwlZUsE46A,Panago Pizza,10375 - 112th Street,T5K 1M9,"{""RestaurantsGoodForGroups"":""None"",""RestaurantsReservations"":""False"",""GoodForKids"":""None"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""True""}",3,"Pizza, Restaurants, Food Delivery Services, Chicken Wings, Food, Salad"
